NAME,ROW,COL,RAD
/Users/naomipark/Desktop/jpl_internship/naomipark_mirsi/border_detection/dataset/train/69.npy,24,159,12
/Users/naomipark/Desktop/jpl_internship/naomipark_mirsi/border_detection/dataset/train/70.npy,132,59,33
/Users/naomipark/Desktop/jpl_internship/naomipark_mirsi/border_detection/dataset/train/71.npy,76,33,91
/Users/naomipark/Desktop/jpl_internship/naomipark_mirsi/border_detection/dataset/train/72.npy,75,133,28
/Users/naomipark/Desktop/jpl_internship/naomipark_mirsi/border_detection/dataset/train/73.npy,94,167,68
/Users/naomipark/Desktop/jpl_internship/naomipark_mirsi/border_detection/dataset/train/74.npy,55,95,14
/Users/naomipark/Desktop/jpl_internship/naomipark_mirsi/border_detection/dataset/train/75.npy,152,7,87
/Users/naomipark/Desktop/jpl_internship/naomipark_mirsi/border_detection/dataset/train/76.npy,7,125,12
/Users/naomipark/Desktop/jpl_internship/naomipark_mirsi/border_detection/dataset/train/77.npy,104,143,35
/Users/naomipark/Desktop/jpl_internship/naomipark_mirsi/border_detection/dataset/train/78.npy,145,112,14
/Users/naomipark/Desktop/jpl_internship/naomipark_mirsi/border_detection/dataset/train/79.npy,58,136,52
/Users/naomipark/Desktop/jpl_internship/naomipark_mirsi/border_detection/dataset/train/80.npy,56,198,77
/Users/naomipark/Desktop/jpl_internship/naomipark_mirsi/border_detection/dataset/train/81.npy,29,146,51
/Users/naomipark/Desktop/jpl_internship/naomipark_mirsi/border_detection/dataset/train/82.npy,110,95,89
/Users/naomipark/Desktop/jpl_internship/naomipark_mirsi/border_detection/dataset/train/83.npy,165,4,87
/Users/naomipark/Desktop/jpl_internship/naomipark_mirsi/border_detection/dataset/train/84.npy,60,158,70
/Users/naomipark/Desktop/jpl_internship/naomipark_mirsi/border_detection/dataset/train/85.npy,144,171,14
/Users/naomipark/Desktop/jpl_internship/naomipark_mirsi/border_detection/dataset/train/86.npy,120,9,73
/Users/naomipark/Desktop/jpl_internship/naomipark_mirsi/border_detection/dataset/train/87.npy,135,10,28
/Users/naomipark/Desktop/jpl_internship/naomipark_mirsi/border_detection/dataset/train/88.npy,180,28,64
/Users/naomipark/Desktop/jpl_internship/naomipark_mirsi/border_detection/dataset/train/89.npy,1,156,47
/Users/naomipark/Desktop/jpl_internship/naomipark_mirsi/border_detection/dataset/train/90.npy,168,104,68
/Users/naomipark/Desktop/jpl_internship/naomipark_mirsi/border_detection/dataset/train/91.npy,189,57,48
/Users/naomipark/Desktop/jpl_internship/naomipark_mirsi/border_detection/dataset/train/92.npy,135,169,57
/Users/naomipark/Desktop/jpl_internship/naomipark_mirsi/border_detection/dataset/train/93.npy,149,73,73
/Users/naomipark/Desktop/jpl_internship/naomipark_mirsi/border_detection/dataset/train/94.npy,199,19,63
/Users/naomipark/Desktop/jpl_internship/naomipark_mirsi/border_detection/dataset/train/95.npy,191,194,27
/Users/naomipark/Desktop/jpl_internship/naomipark_mirsi/border_detection/dataset/train/96.npy,108,37,73
/Users/naomipark/Desktop/jpl_internship/naomipark_mirsi/border_detection/dataset/train/97.npy,149,166,92
/Users/naomipark/Desktop/jpl_internship/naomipark_mirsi/border_detection/dataset/train/98.npy,152,46,35
/Users/naomipark/Desktop/jpl_internship/naomipark_mirsi/border_detection/dataset/train/99.npy,105,195,70
/Users/naomipark/Desktop/jpl_internship/naomipark_mirsi/border_detection/dataset/train/100.npy,83,54,80
/Users/naomipark/Desktop/jpl_internship/naomipark_mirsi/border_detection/dataset/train/101.npy,152,59,51
/Users/naomipark/Desktop/jpl_internship/naomipark_mirsi/border_detection/dataset/train/102.npy,171,87,20
/Users/naomipark/Desktop/jpl_internship/naomipark_mirsi/border_detection/dataset/train/103.npy,41,91,18
/Users/naomipark/Desktop/jpl_internship/naomipark_mirsi/border_detection/dataset/train/104.npy,90,14,44
/Users/naomipark/Desktop/jpl_internship/naomipark_mirsi/border_detection/dataset/train/105.npy,198,31,85
/Users/naomipark/Desktop/jpl_internship/naomipark_mirsi/border_detection/dataset/train/106.npy,25,55,10
/Users/naomipark/Desktop/jpl_internship/naomipark_mirsi/border_detection/dataset/train/107.npy,90,77,10
/Users/naomipark/Desktop/jpl_internship/naomipark_mirsi/border_detection/dataset/train/108.npy,23,69,10
/Users/naomipark/Desktop/jpl_internship/naomipark_mirsi/border_detection/dataset/train/109.npy,146,101,72
/Users/naomipark/Desktop/jpl_internship/naomipark_mirsi/border_detection/dataset/train/110.npy,130,25,21
/Users/naomipark/Desktop/jpl_internship/naomipark_mirsi/border_detection/dataset/train/111.npy,10,150,92
/Users/naomipark/Desktop/jpl_internship/naomipark_mirsi/border_detection/dataset/train/112.npy,34,81,33
/Users/naomipark/Desktop/jpl_internship/naomipark_mirsi/border_detection/dataset/train/113.npy,125,75,44
/Users/naomipark/Desktop/jpl_internship/naomipark_mirsi/border_detection/dataset/train/114.npy,194,151,36
/Users/naomipark/Desktop/jpl_internship/naomipark_mirsi/border_detection/dataset/train/115.npy,18,15,69
/Users/naomipark/Desktop/jpl_internship/naomipark_mirsi/border_detection/dataset/train/116.npy,161,50,30
/Users/naomipark/Desktop/jpl_internship/naomipark_mirsi/border_detection/dataset/train/117.npy,11,132,59
/Users/naomipark/Desktop/jpl_internship/naomipark_mirsi/border_detection/dataset/train/118.npy,26,122,21
/Users/naomipark/Desktop/jpl_internship/naomipark_mirsi/border_detection/dataset/train/119.npy,121,73,19
/Users/naomipark/Desktop/jpl_internship/naomipark_mirsi/border_detection/dataset/train/120.npy,36,128,75
/Users/naomipark/Desktop/jpl_internship/naomipark_mirsi/border_detection/dataset/train/121.npy,195,83,21
/Users/naomipark/Desktop/jpl_internship/naomipark_mirsi/border_detection/dataset/train/122.npy,97,104,62
/Users/naomipark/Desktop/jpl_internship/naomipark_mirsi/border_detection/dataset/train/123.npy,139,46,36
/Users/naomipark/Desktop/jpl_internship/naomipark_mirsi/border_detection/dataset/train/124.npy,109,191,17
/Users/naomipark/Desktop/jpl_internship/naomipark_mirsi/border_detection/dataset/train/125.npy,133,22,51
/Users/naomipark/Desktop/jpl_internship/naomipark_mirsi/border_detection/dataset/train/126.npy,77,145,30
/Users/naomipark/Desktop/jpl_internship/naomipark_mirsi/border_detection/dataset/train/127.npy,151,81,91
/Users/naomipark/Desktop/jpl_internship/naomipark_mirsi/border_detection/dataset/train/128.npy,129,63,78
/Users/naomipark/Desktop/jpl_internship/naomipark_mirsi/border_detection/dataset/train/129.npy,181,21,27
/Users/naomipark/Desktop/jpl_internship/naomipark_mirsi/border_detection/dataset/train/130.npy,22,0,41
/Users/naomipark/Desktop/jpl_internship/naomipark_mirsi/border_detection/dataset/train/131.npy,72,189,47
/Users/naomipark/Desktop/jpl_internship/naomipark_mirsi/border_detection/dataset/train/132.npy,60,160,20
/Users/naomipark/Desktop/jpl_internship/naomipark_mirsi/border_detection/dataset/train/133.npy,43,33,48
/Users/naomipark/Desktop/jpl_internship/naomipark_mirsi/border_detection/dataset/train/134.npy,188,164,62
/Users/naomipark/Desktop/jpl_internship/naomipark_mirsi/border_detection/dataset/train/135.npy,160,121,41
/Users/naomipark/Desktop/jpl_internship/naomipark_mirsi/border_detection/dataset/train/136.npy,120,131,37
/Users/naomipark/Desktop/jpl_internship/naomipark_mirsi/border_detection/dataset/train/137.npy,45,52,31
/Users/naomipark/Desktop/jpl_internship/naomipark_mirsi/border_detection/dataset/train/138.npy,172,130,84
/Users/naomipark/Desktop/jpl_internship/naomipark_mirsi/border_detection/dataset/train/139.npy,86,186,71
/Users/naomipark/Desktop/jpl_internship/naomipark_mirsi/border_detection/dataset/train/140.npy,73,108,62
/Users/naomipark/Desktop/jpl_internship/naomipark_mirsi/border_detection/dataset/train/141.npy,50,159,42
/Users/naomipark/Desktop/jpl_internship/naomipark_mirsi/border_detection/dataset/train/142.npy,15,20,73
/Users/naomipark/Desktop/jpl_internship/naomipark_mirsi/border_detection/dataset/train/143.npy,87,181,66
/Users/naomipark/Desktop/jpl_internship/naomipark_mirsi/border_detection/dataset/train/144.npy,188,158,70
/Users/naomipark/Desktop/jpl_internship/naomipark_mirsi/border_detection/dataset/train/145.npy,73,111,30
/Users/naomipark/Desktop/jpl_internship/naomipark_mirsi/border_detection/dataset/train/146.npy,158,49,43
/Users/naomipark/Desktop/jpl_internship/naomipark_mirsi/border_detection/dataset/train/147.npy,126,111,73
/Users/naomipark/Desktop/jpl_internship/naomipark_mirsi/border_detection/dataset/train/148.npy,193,112,60
/Users/naomipark/Desktop/jpl_internship/naomipark_mirsi/border_detection/dataset/train/149.npy,65,92,45
/Users/naomipark/Desktop/jpl_internship/naomipark_mirsi/border_detection/dataset/train/150.npy,83,144,69
/Users/naomipark/Desktop/jpl_internship/naomipark_mirsi/border_detection/dataset/train/151.npy,133,21,92
/Users/naomipark/Desktop/jpl_internship/naomipark_mirsi/border_detection/dataset/train/152.npy,99,69,46
/Users/naomipark/Desktop/jpl_internship/naomipark_mirsi/border_detection/dataset/train/153.npy,39,67,64
/Users/naomipark/Desktop/jpl_internship/naomipark_mirsi/border_detection/dataset/train/154.npy,71,100,76
/Users/naomipark/Desktop/jpl_internship/naomipark_mirsi/border_detection/dataset/train/155.npy,41,125,68
/Users/naomipark/Desktop/jpl_internship/naomipark_mirsi/border_detection/dataset/train/156.npy,103,92,94
/Users/naomipark/Desktop/jpl_internship/naomipark_mirsi/border_detection/dataset/train/157.npy,73,133,30
/Users/naomipark/Desktop/jpl_internship/naomipark_mirsi/border_detection/dataset/train/158.npy,138,15,20
/Users/naomipark/Desktop/jpl_internship/naomipark_mirsi/border_detection/dataset/train/159.npy,105,137,99
/Users/naomipark/Desktop/jpl_internship/naomipark_mirsi/border_detection/dataset/train/160.npy,126,177,87
/Users/naomipark/Desktop/jpl_internship/naomipark_mirsi/border_detection/dataset/train/161.npy,68,46,28
/Users/naomipark/Desktop/jpl_internship/naomipark_mirsi/border_detection/dataset/train/162.npy,68,166,94
/Users/naomipark/Desktop/jpl_internship/naomipark_mirsi/border_detection/dataset/train/163.npy,58,74,86
/Users/naomipark/Desktop/jpl_internship/naomipark_mirsi/border_detection/dataset/train/164.npy,103,186,33
/Users/naomipark/Desktop/jpl_internship/naomipark_mirsi/border_detection/dataset/train/165.npy,10,180,85
/Users/naomipark/Desktop/jpl_internship/naomipark_mirsi/border_detection/dataset/train/166.npy,44,111,35
/Users/naomipark/Desktop/jpl_internship/naomipark_mirsi/border_detection/dataset/train/167.npy,44,167,68
/Users/naomipark/Desktop/jpl_internship/naomipark_mirsi/border_detection/dataset/train/168.npy,109,57,31
/Users/naomipark/Desktop/jpl_internship/naomipark_mirsi/border_detection/dataset/train/169.npy,133,72,85
/Users/naomipark/Desktop/jpl_internship/naomipark_mirsi/border_detection/dataset/train/170.npy,198,53,45
/Users/naomipark/Desktop/jpl_internship/naomipark_mirsi/border_detection/dataset/train/171.npy,153,73,47
/Users/naomipark/Desktop/jpl_internship/naomipark_mirsi/border_detection/dataset/train/172.npy,123,136,55
/Users/naomipark/Desktop/jpl_internship/naomipark_mirsi/border_detection/dataset/train/173.npy,102,89,49
/Users/naomipark/Desktop/jpl_internship/naomipark_mirsi/border_detection/dataset/train/174.npy,77,0,56
/Users/naomipark/Desktop/jpl_internship/naomipark_mirsi/border_detection/dataset/train/175.npy,2,39,53
/Users/naomipark/Desktop/jpl_internship/naomipark_mirsi/border_detection/dataset/train/176.npy,6,20,25
/Users/naomipark/Desktop/jpl_internship/naomipark_mirsi/border_detection/dataset/train/177.npy,0,185,78
/Users/naomipark/Desktop/jpl_internship/naomipark_mirsi/border_detection/dataset/train/178.npy,112,159,97
/Users/naomipark/Desktop/jpl_internship/naomipark_mirsi/border_detection/dataset/train/179.npy,66,95,59
/Users/naomipark/Desktop/jpl_internship/naomipark_mirsi/border_detection/dataset/train/180.npy,12,145,23
/Users/naomipark/Desktop/jpl_internship/naomipark_mirsi/border_detection/dataset/train/181.npy,45,194,74
/Users/naomipark/Desktop/jpl_internship/naomipark_mirsi/border_detection/dataset/train/182.npy,28,181,91
/Users/naomipark/Desktop/jpl_internship/naomipark_mirsi/border_detection/dataset/train/183.npy,44,27,24
/Users/naomipark/Desktop/jpl_internship/naomipark_mirsi/border_detection/dataset/train/184.npy,6,54,42
/Users/naomipark/Desktop/jpl_internship/naomipark_mirsi/border_detection/dataset/train/185.npy,30,186,97
/Users/naomipark/Desktop/jpl_internship/naomipark_mirsi/border_detection/dataset/train/186.npy,141,67,21
/Users/naomipark/Desktop/jpl_internship/naomipark_mirsi/border_detection/dataset/train/187.npy,20,138,61
/Users/naomipark/Desktop/jpl_internship/naomipark_mirsi/border_detection/dataset/train/188.npy,124,170,13
/Users/naomipark/Desktop/jpl_internship/naomipark_mirsi/border_detection/dataset/train/189.npy,11,16,41
/Users/naomipark/Desktop/jpl_internship/naomipark_mirsi/border_detection/dataset/train/190.npy,40,1,45
/Users/naomipark/Desktop/jpl_internship/naomipark_mirsi/border_detection/dataset/train/191.npy,159,154,82
/Users/naomipark/Desktop/jpl_internship/naomipark_mirsi/border_detection/dataset/train/192.npy,126,118,97
/Users/naomipark/Desktop/jpl_internship/naomipark_mirsi/border_detection/dataset/train/193.npy,159,70,51
/Users/naomipark/Desktop/jpl_internship/naomipark_mirsi/border_detection/dataset/train/194.npy,32,50,54
/Users/naomipark/Desktop/jpl_internship/naomipark_mirsi/border_detection/dataset/train/195.npy,131,64,35
/Users/naomipark/Desktop/jpl_internship/naomipark_mirsi/border_detection/dataset/train/196.npy,142,62,78
/Users/naomipark/Desktop/jpl_internship/naomipark_mirsi/border_detection/dataset/train/197.npy,121,127,34
/Users/naomipark/Desktop/jpl_internship/naomipark_mirsi/border_detection/dataset/train/198.npy,49,64,83
/Users/naomipark/Desktop/jpl_internship/naomipark_mirsi/border_detection/dataset/train/199.npy,171,95,16
/Users/naomipark/Desktop/jpl_internship/naomipark_mirsi/border_detection/dataset/train/200.npy,49,13,85
/Users/naomipark/Desktop/jpl_internship/naomipark_mirsi/border_detection/dataset/train/201.npy,190,96,40
/Users/naomipark/Desktop/jpl_internship/naomipark_mirsi/border_detection/dataset/train/202.npy,72,148,53
/Users/naomipark/Desktop/jpl_internship/naomipark_mirsi/border_detection/dataset/train/203.npy,110,146,78
/Users/naomipark/Desktop/jpl_internship/naomipark_mirsi/border_detection/dataset/train/204.npy,171,89,35
/Users/naomipark/Desktop/jpl_internship/naomipark_mirsi/border_detection/dataset/train/205.npy,175,187,78
/Users/naomipark/Desktop/jpl_internship/naomipark_mirsi/border_detection/dataset/train/206.npy,175,28,86
/Users/naomipark/Desktop/jpl_internship/naomipark_mirsi/border_detection/dataset/train/207.npy,1,21,47
/Users/naomipark/Desktop/jpl_internship/naomipark_mirsi/border_detection/dataset/train/208.npy,16,194,25
/Users/naomipark/Desktop/jpl_internship/naomipark_mirsi/border_detection/dataset/train/209.npy,105,178,60
/Users/naomipark/Desktop/jpl_internship/naomipark_mirsi/border_detection/dataset/train/210.npy,27,184,94
/Users/naomipark/Desktop/jpl_internship/naomipark_mirsi/border_detection/dataset/train/211.npy,49,36,82
/Users/naomipark/Desktop/jpl_internship/naomipark_mirsi/border_detection/dataset/train/212.npy,143,18,69
/Users/naomipark/Desktop/jpl_internship/naomipark_mirsi/border_detection/dataset/train/213.npy,5,48,39
/Users/naomipark/Desktop/jpl_internship/naomipark_mirsi/border_detection/dataset/train/214.npy,25,148,53
/Users/naomipark/Desktop/jpl_internship/naomipark_mirsi/border_detection/dataset/train/215.npy,177,76,49
/Users/naomipark/Desktop/jpl_internship/naomipark_mirsi/border_detection/dataset/train/216.npy,112,113,27
/Users/naomipark/Desktop/jpl_internship/naomipark_mirsi/border_detection/dataset/train/217.npy,117,97,62
/Users/naomipark/Desktop/jpl_internship/naomipark_mirsi/border_detection/dataset/train/218.npy,105,176,94
/Users/naomipark/Desktop/jpl_internship/naomipark_mirsi/border_detection/dataset/train/219.npy,41,162,90
/Users/naomipark/Desktop/jpl_internship/naomipark_mirsi/border_detection/dataset/train/220.npy,171,65,86
/Users/naomipark/Desktop/jpl_internship/naomipark_mirsi/border_detection/dataset/train/221.npy,21,147,33
/Users/naomipark/Desktop/jpl_internship/naomipark_mirsi/border_detection/dataset/train/222.npy,81,166,20
/Users/naomipark/Desktop/jpl_internship/naomipark_mirsi/border_detection/dataset/train/223.npy,95,12,75
/Users/naomipark/Desktop/jpl_internship/naomipark_mirsi/border_detection/dataset/train/224.npy,6,33,70
/Users/naomipark/Desktop/jpl_internship/naomipark_mirsi/border_detection/dataset/train/225.npy,81,156,75
/Users/naomipark/Desktop/jpl_internship/naomipark_mirsi/border_detection/dataset/train/226.npy,173,28,17
/Users/naomipark/Desktop/jpl_internship/naomipark_mirsi/border_detection/dataset/train/227.npy,143,195,49
/Users/naomipark/Desktop/jpl_internship/naomipark_mirsi/border_detection/dataset/train/228.npy,199,32,47
/Users/naomipark/Desktop/jpl_internship/naomipark_mirsi/border_detection/dataset/train/229.npy,74,181,89
/Users/naomipark/Desktop/jpl_internship/naomipark_mirsi/border_detection/dataset/train/230.npy,140,29,21
/Users/naomipark/Desktop/jpl_internship/naomipark_mirsi/border_detection/dataset/train/231.npy,89,3,22
/Users/naomipark/Desktop/jpl_internship/naomipark_mirsi/border_detection/dataset/train/232.npy,193,48,60
/Users/naomipark/Desktop/jpl_internship/naomipark_mirsi/border_detection/dataset/train/233.npy,188,153,32
/Users/naomipark/Desktop/jpl_internship/naomipark_mirsi/border_detection/dataset/train/234.npy,182,100,58
/Users/naomipark/Desktop/jpl_internship/naomipark_mirsi/border_detection/dataset/train/235.npy,156,133,99
/Users/naomipark/Desktop/jpl_internship/naomipark_mirsi/border_detection/dataset/train/236.npy,167,193,53
/Users/naomipark/Desktop/jpl_internship/naomipark_mirsi/border_detection/dataset/train/237.npy,4,133,56
/Users/naomipark/Desktop/jpl_internship/naomipark_mirsi/border_detection/dataset/train/238.npy,39,34,84
/Users/naomipark/Desktop/jpl_internship/naomipark_mirsi/border_detection/dataset/train/239.npy,35,60,13
/Users/naomipark/Desktop/jpl_internship/naomipark_mirsi/border_detection/dataset/train/240.npy,9,88,71
/Users/naomipark/Desktop/jpl_internship/naomipark_mirsi/border_detection/dataset/train/241.npy,12,151,23
/Users/naomipark/Desktop/jpl_internship/naomipark_mirsi/border_detection/dataset/train/242.npy,0,77,25
/Users/naomipark/Desktop/jpl_internship/naomipark_mirsi/border_detection/dataset/train/243.npy,3,30,97
/Users/naomipark/Desktop/jpl_internship/naomipark_mirsi/border_detection/dataset/train/244.npy,124,198,80
/Users/naomipark/Desktop/jpl_internship/naomipark_mirsi/border_detection/dataset/train/245.npy,175,80,94
/Users/naomipark/Desktop/jpl_internship/naomipark_mirsi/border_detection/dataset/train/246.npy,7,70,91
/Users/naomipark/Desktop/jpl_internship/naomipark_mirsi/border_detection/dataset/train/247.npy,35,32,40
/Users/naomipark/Desktop/jpl_internship/naomipark_mirsi/border_detection/dataset/train/248.npy,107,98,48
/Users/naomipark/Desktop/jpl_internship/naomipark_mirsi/border_detection/dataset/train/249.npy,189,166,18
/Users/naomipark/Desktop/jpl_internship/naomipark_mirsi/border_detection/dataset/train/250.npy,45,54,78
/Users/naomipark/Desktop/jpl_internship/naomipark_mirsi/border_detection/dataset/train/251.npy,38,156,71
/Users/naomipark/Desktop/jpl_internship/naomipark_mirsi/border_detection/dataset/train/252.npy,58,74,82
/Users/naomipark/Desktop/jpl_internship/naomipark_mirsi/border_detection/dataset/train/253.npy,21,59,86
/Users/naomipark/Desktop/jpl_internship/naomipark_mirsi/border_detection/dataset/train/254.npy,78,154,58
/Users/naomipark/Desktop/jpl_internship/naomipark_mirsi/border_detection/dataset/train/255.npy,63,40,68
/Users/naomipark/Desktop/jpl_internship/naomipark_mirsi/border_detection/dataset/train/256.npy,101,199,70
/Users/naomipark/Desktop/jpl_internship/naomipark_mirsi/border_detection/dataset/train/257.npy,159,184,38
/Users/naomipark/Desktop/jpl_internship/naomipark_mirsi/border_detection/dataset/train/258.npy,135,158,33
/Users/naomipark/Desktop/jpl_internship/naomipark_mirsi/border_detection/dataset/train/259.npy,51,17,64
/Users/naomipark/Desktop/jpl_internship/naomipark_mirsi/border_detection/dataset/train/260.npy,25,108,36
/Users/naomipark/Desktop/jpl_internship/naomipark_mirsi/border_detection/dataset/train/261.npy,33,94,71
/Users/naomipark/Desktop/jpl_internship/naomipark_mirsi/border_detection/dataset/train/262.npy,57,165,24
